ID,Allocentric Before Turn,Egocentric Turn Type,Allocentric After Turn,Timestamp Entry,Timestamp Exit,Alley Exited,Intersection,Alley Entered
530,4,2,1,4424341033,4424543103,8,G,5
531,1,2,2,4439722601,4439990560,5,C,6
532,2,2,3,4441190879,4441525293,6,D,7
533,3,1,3,4441993203,4442360624,7,H,9
534,1,4,4,4444094358,4444294282,9,H,8
535,4,2,1,4444996391,4445096121,8,G,5
536,3,2,4,4446430605,4446530735,5,G,12
537,4,2,1,4446931164,4447231595,12,F,3
538,3,2,4,4447764928,4447830911,3,F,1
539,2,2,3,4466049582,4466116640,1,F,14
540,1,2,2,4466951665,4467051580,14,F,12
541,2,1,2,4468219305,4468486901,12,G,8
542,2,2,3,4470120903,4470688067,8,H,9
543,3,2,4,4472455394,4472555873,9,L,10
544,4,1,4,4473290529,4473490890,10,K,13
545,4,1,4,4474725208,4474924853,13,J,15
546,4,2,1,4476026750,4476158983,15,I,16
547,1,1,1,4476560322,4476760455,16,E,2
548,1,2,2,4482333042,4482465685,2,A,0
549,2,1,2,4482900039,4483167105,0,B,4
550,2,1,2,4483734839,4483968155,4,C,6
551,4,4,3,4484902928,4485102502,6,C,5
552,3,2,4,4486236830,4486336509,5,G,12
553,4,1,4,4487806252,4488105235,12,F,1
554,4,2,1,4489306960,4489372888,1,E,2
555,1,2,2,4491608860,4494912429,2,A,0
556,2,1,2,4495545881,4495846494,0,B,4
557,2,1,2,4496747083,4496980899,4,C,6
558,2,2,3,4498182466,4498316629,6,D,7
559,3,1,3,4504088212,4504422411,7,H,9
560,3,2,4,4506490080,4506590158,9,L,10
561,4,1,4,4507223672,4507490501,10,K,13
562,4,1,4,4508125391,4508892631,13,J,15
563,4,2,1,4509759399,4509859418,15,I,16
564,1,1,1,4510293641,4510460425,16,E,2
565,3,4,2,4511295256,4511494140,2,E,1
566,2,1,2,4511795793,4520038107,1,F,12
567,2,1,2,4524274652,4524575345,12,G,8
568,4,2,1,4525174976,4525408414,8,G,5
569,1,2,2,4526075855,4526476838,5,C,6
570,2,2,3,4527444308,4527577108,6,D,7
571,3,2,4,4528078005,4528279042,7,H,8
572,4,2,1,4529412245,4529579402,8,G,5
573,3,2,4,4531850083,4531915449,5,G,12
574,4,1,4,4532282192,4532515395,12,F,1
575,4,2,1,4533517914,4533583249,1,E,2
576,1,2,2,4541391943,4541525526,2,A,0
577,2,1,2,4541992800,4542225670,0,B,4
578,2,1,2,4542826117,4543093090,4,C,6
579,4,4,3,4543861514,4543993002,6,C,5
580,3,1,3,4545563856,4545829622,5,G,11
581,1,2,2,4547664543,4548832566,11,G,8
582,4,2,1,4550134385,4550200542,8,G,5
583,1,2,2,4550734509,4550935194,5,C,6
584,2,2,3,4551969762,4552135343,6,D,7
585,3,1,3,4552704156,4555106519,7,H,9
586,3,2,4,4558276036,4569787146,9,L,10
587,4,1,4,4572923525,4573124209,10,K,13
588,4,1,4,4574392019,4574658487,13,J,15
589,2,4,1,4575359712,4575625623,15,J,14
590,1,4,4,4576226845,4576793456,14,F,1
591,4,2,1,4577995588,4578027797,1,E,2
592,1,2,2,4583500303,4583700380,2,A,0
593,2,1,2,4584034707,4584301167,0,B,4
594,2,1,2,4585102273,4585335841,4,C,6
595,4,4,3,4586203282,4586404275,6,C,5
596,3,2,4,4599682854,4600518236,5,G,12
597,4,2,1,4601283872,4601519341,12,F,3
598,3,2,4,4602319004,4602386016,3,F,1
599,4,2,1,4603853485,4603920711,1,E,2
600,1,2,2,4609627569,4609793700,2,A,0
601,2,1,2,4610194485,4610428774,0,B,4
602,2,1,2,4611128540,4611362592,4,C,6
603,2,2,3,4612195837,4612329321,6,D,7
604,3,1,3,4618101835,4618402073,7,H,9
605,3,2,4,4619770072,4619870639,9,L,10
606,4,1,4,4627276183,4627544176,10,K,13
607,4,1,4,4635385201,4636085698,13,J,15
608,2,4,1,4636920607,4637253973,15,J,14
609,1,2,2,4656073802,4656206049,14,F,12
610,4,2,1,4656940577,4657007254,12,F,3
611,1,2,2,4657774799,4658007758,3,B,4
612,2,1,2,4658808331,4659376472,4,C,6
613,2,2,3,4660177977,4660277635,6,D,7
614,3,1,3,4661579525,4666183906,7,H,9
615,3,2,4,4669319054,4669419016,9,L,10
616,4,1,4,4669853535,4670087354,10,K,13
617,4,2,1,4677260335,4678495786,13,J,14
618,1,1,1,4679095463,4679762084,14,F,3
619,1,2,2,4680464538,4680730409,3,B,4
620,2,1,2,4681631503,4682099543,4,C,6
621,2,2,3,4682866094,4683100280,6,D,7
622,3,1,3,4684436133,4684969570,7,H,9
623,3,2,4,4685935925,4686069050,9,L,10
624,4,1,4,4686970213,4687171059,10,K,13
625,4,1,4,4688305665,4688539601,13,J,15
626,2,4,1,4689339247,4689472849,15,J,14
627,1,1,1,4689906293,4690107702,14,F,3
628,1,2,2,4691642209,4692073056,3,B,4
629,2,1,2,4692810590,4693411031,4,C,6
630,2,2,3,4694243344,4694377614,6,D,7
631,3,1,3,4695412578,4695712348,7,H,9
632,1,4,4,4696446478,4696579830,9,H,8
633,4,2,1,4697515557,4697614063,8,G,5
634,3,2,4,4711060450,4711128458,5,G,12
635,4,2,1,4711795630,4711928036,12,F,3
636,3,2,4,4712496347,4712562100,3,F,1
637,4,2,1,4713430952,4713597425,1,E,2
638,1,2,2,4714231192,4714364349,2,A,0
639,2,1,2,4714698516,4714932913,0,B,4
640,2,1,2,4715632215,4715865392,4,C,6
641,2,2,3,4723040340,4723373781,6,D,7
642,3,1,3,4723874014,4725174591,7,H,9
643,3,2,4,4728412112,4728511822,9,L,10
644,4,1,4,4729212068,4729412579,10,K,13
645,4,2,1,4730714431,4731280826,13,J,14
646,1,2,2,4731815443,4732214561,14,F,12
647,4,2,1,4750667667,4751469364,12,F,3
648,1,2,2,4752469392,4752601774,3,B,4
649,2,1,2,4753302306,4753536325,4,C,6
650,2,2,3,4754471122,4754671843,6,D,7
651,3,2,4,4755238848,4755439526,7,H,8
652,4,2,1,4756740240,4756874500,8,G,5
653,3,2,4,4765315854,4765415812,5,G,12
654,4,1,4,4765649788,4768417551,12,F,1
655,2,2,3,4782966356,4783100591,1,F,14
656,3,2,4,4800083360,4800217696,14,J,15
657,4,2,1,4800784487,4800851463,15,I,16
658,1,1,1,4801251941,4801451065,16,E,2
659,1,2,2,4802185133,4802319158,2,A,0
660,2,1,2,4802719374,4802920102,0,B,4
661,2,1,2,4803721926,4809226245,4,C,6
662,2,2,3,4811861995,4812095669,6,D,7
663,3,1,3,4821270817,4821639541,7,H,9
664,3,2,4,4828846232,4828978162,9,L,10
665,4,1,4,4829881146,4830114640,10,K,13
666,2,4,1,4831215315,4831249458,13,K,11
667,1,1,1,4831881514,4832081644,11,G,5
668,1,2,2,4832682200,4832916898,5,C,6
669,2,2,3,4834082591,4834385294,6,D,7
670,3,1,3,4835485049,4835886147,7,H,9
671,3,2,4,4837054393,4837187198,9,L,10
672,4,1,4,4837621343,4837820975,10,K,13
673,4,2,1,4840689664,4840889844,13,J,14
674,1,2,2,4850834987,4851135538,14,F,12
675,2,1,2,4852901947,4853271095,12,G,8
676,4,2,1,4854872883,4855071062,8,G,5
677,1,2,2,4855705444,4855905566,5,C,6
678,2,2,3,4857307324,4857675074,6,D,7
679,3,2,4,4858641818,4858708546,7,H,8
680,4,2,1,4860109628,4860243939,8,G,5
681,3,2,4,4862279895,4862345731,5,G,12
682,4,1,4,4862646193,4863011141,12,F,1
683,4,2,1,4879562892,4879662761,1,E,2
684,1,2,2,4882765478,4882932272,2,A,0
685,2,1,2,4883299870,4883566427,0,B,4
686,2,1,2,4884333300,4884602326,4,C,6
687,2,2,3,4885468404,4885602430,6,D,7
688,3,1,3,4887270272,4887671290,7,H,9
689,3,2,4,4888706996,4888807076,9,L,10
690,4,1,4,4889405691,4889607058,10,K,13
691,2,4,1,4890373456,4890507428,13,K,11
692,1,1,1,4890874323,4891142097,11,G,5
693,1,2,2,4891675341,4891840638,5,C,6
694,4,1,4,4893442569,4893677802,6,C,4
695,4,1,4,4895111455,4895512973,4,B,0
696,2,2,3,4898347928,4898514219,0,B,3
697,1,2,2,4901820355,4901917794,3,B,4
698,2,1,2,4903386122,4903621205,4,C,6
699,2,2,3,4904553448,4904687528,6,D,7
700,3,2,4,4905789284,4912795803,7,H,8
701,4,2,1,4918701727,4919001326,8,G,5
702,3,2,4,4924442649,4924506766,5,G,12
703,4,1,4,4924873419,4925207579,12,F,1
704,4,2,1,4926709041,4926775491,1,E,2
705,1,2,2,4927711368,4927878432,2,A,0
706,2,1,2,4928245031,4928477987,0,B,4
707,2,1,2,4929247214,4929479479,4,C,6
708,2,2,3,4937287312,4937453085,6,D,7
709,3,1,3,4937987143,4938621033,7,H,9
710,1,4,4,4940491537,4947597307,9,H,8
711,2,2,3,4957541009,4957640513,8,H,9
712,3,2,4,4958741330,4958873981,9,L,10
713,4,2,1,4959710489,4960209904,10,K,11
714,1,1,1,4961678816,4961978070,11,G,5
715,1,2,2,4964281132,4964482628,5,C,6
716,2,2,3,4965981529,4966283364,6,D,7
717,3,1,3,4967015684,4967384956,7,H,9
718,1,4,4,4968818877,4969018345,9,H,8
719,4,1,4,4970186556,4970654123,8,G,12
720,4,1,4,4971088784,4971820909,12,F,1
721,4,2,1,4972723158,4972789376,1,E,2
722,3,1,3,4974057302,4974356947,2,E,16
723,1,2,2,4975492242,4980898086,16,E,1
724,2,2,3,4988537683,4989038842,1,F,14
725,1,2,2,4998715758,4998816547,14,F,12
726,2,1,2,5019570143,5019902625,12,G,8
727,2,2,3,5020504310,5020804372,8,H,9
728,3,2,4,5022038642,5022171501,9,L,10
729,4,1,4,5022605943,5022972852,10,K,13
730,4,1,4,5024041076,5024307632,13,J,15
731,2,4,1,5024841620,5024974412,15,J,14
732,1,1,1,5025509121,5025743022,14,F,3
733,1,2,2,5026342688,5026510087,3,B,4
734,2,1,2,5037654816,5042425412,4,C,6
735,2,2,3,5045528358,5045763088,6,D,7
736,3,2,4,5052769487,5053035330,7,H,8
737,4,2,1,5054404735,5054638139,8,G,5
738,1,2,2,5055339105,5055572164,5,C,6
739,2,2,3,5063779738,5064013488,6,D,7
740,3,2,4,5064948000,5065447696,7,H,8
741,4,2,1,5066548861,5066683158,8,G,5
742,3,2,4,5072990729,5073056407,5,G,12
743,4,1,4,5073590778,5074191800,12,F,1
744,4,2,1,5095479387,5095512886,1,E,2
745,1,2,2,5096413070,5096546036,2,A,0
746,2,1,2,5097313919,5097546771,0,B,4
747,2,1,2,5098448692,5098715298,4,C,6
748,2,2,3,5099916428,5100117471,6,D,7
749,3,2,4,5101184480,5101484268,7,H,8
750,4,2,1,5102785527,5102952324,8,G,5
751,3,2,4,5104721063,5104754494,5,G,12
752,4,4,3,5105188091,5105689074,12,F,14
753,1,4,4,5106322659,5106456483,14,F,1
754,2,2,3,5108258040,5108325940,1,F,14
755,3,2,4,5112595637,5112862685,14,J,15
756,4,2,1,5114031140,5114131350,15,I,16
757,1,1,1,5114864887,5115232326,16,E,2
758,1,2,2,5115633370,5115798541,2,A,0
759,2,1,2,5116233205,5116466087,0,B,4
760,2,1,2,5117300395,5117534522,4,C,6
761,2,2,3,5118868591,5119035956,6,D,7
762,3,1,3,5119836444,5126443465,7,H,9
763,3,2,4,5129513051,5131648428,9,L,10
764,4,1,4,5145629636,5146163079,10,K,13
765,4,2,1,5147196643,5147397950,13,J,14
766,1,2,2,5149167473,5149365942,14,F,12
767,4,2,1,5150901761,5151034737,12,F,3
768,1,2,2,5151835616,5152001653,3,B,4
769,2,1,2,5153937169,5154270580,4,C,6
770,2,2,3,5163580316,5163780920,6,D,7
771,3,2,4,5172322543,5172689520,7,H,8
772,4,2,1,5173990907,5174156782,8,G,5
773,1,2,2,5174858113,5175024472,5,C,6
774,2,2,3,5176559073,5176925957,6,D,7
775,3,1,3,5177526839,5184567999,7,H,9
776,3,2,4,5187637631,5196679496,9,L,10
777,4,1,4,5199949793,5200249432,10,K,13
778,4,1,4,5201150668,5201819118,13,J,15
779,2,4,1,5202385399,5202485991,15,J,14
780,1,1,1,5203085883,5203453877,14,F,3
781,1,2,2,5204353759,5204553536,3,B,4
782,2,1,2,5205489133,5205788093,4,C,6
783,2,2,3,5206789821,5206923507,6,D,7
784,3,1,3,5207757865,5208091116,7,H,9
785,3,2,4,5209158793,5209259349,9,L,10
786,4,1,4,5210159670,5210426842,10,K,13
787,4,2,1,5210859623,5210993108,13,J,14
788,1,1,1,5212294795,5212528876,14,F,3
789,1,2,2,5213429547,5213630688,3,B,4
790,2,1,2,5214463984,5214864455,4,C,6
791,2,2,3,5215799781,5215933045,6,D,7
792,3,1,3,5216834421,5217135885,7,H,9
793,1,4,4,5219469443,5224975521,9,H,8
794,4,1,4,5232380598,5232782391,8,G,12
795,4,1,4,5233381864,5235151108,12,F,1
796,4,2,1,5247629946,5247764118,1,E,2
797,1,2,2,5248731595,5248831803,2,A,0
798,2,1,2,5249232485,5249498965,0,B,4
799,2,1,2,5250300196,5250600347,4,C,6
800,2,2,3,5259208403,5267583562,6,D,7
801,3,1,3,5270587054,5271421595,7,H,9
802,3,2,4,5272791530,5272888668,9,L,10
803,4,2,1,5273423174,5273555994,10,K,11
804,3,2,4,5274323754,5274389917,11,K,13
805,4,2,1,5283733323,5283899736,13,J,14
806,1,1,1,5285367998,5285635125,14,F,3
807,1,2,2,5286334804,5286502292,3,B,4
808,2,1,2,5287603133,5287936950,4,C,6
809,2,2,3,5298515152,5298715984,6,D,7
810,3,1,3,5299883382,5300216693,7,H,9
811,3,2,4,5301584532,5301718486,9,L,10
812,4,1,4,5302852385,5303186399,10,K,13
813,4,2,1,5304017812,5304187481,13,J,14
814,1,1,1,5306556483,5319268812,14,F,3
815,1,2,2,5322604685,5322871455,3,B,4
816,2,1,2,5323939159,5324206747,4,C,6
817,2,2,3,5325274062,5325441999,6,D,7
818,3,1,3,5326208281,5326509445,7,H,9
819,3,2,4,5328144847,5328244445,9,L,10
820,4,1,4,5328978762,5329278831,10,K,13
821,4,2,1,5329813353,5330079487,13,J,14
822,3,2,4,5332582351,5332649097,14,J,15
823,4,2,1,5333116089,5333182785,15,I,16
824,1,1,1,5333583097,5333816659,16,E,2
825,1,2,2,5339122856,5339288278,2,A,0
826,2,1,2,5339622255,5339856074,0,B,4
827,2,1,2,5340656860,5340924441,4,C,6
828,2,2,3,5342225362,5342424435,6,D,7
829,3,1,3,5343159840,5343625550,7,H,9
830,3,2,4,5345294827,5345394010,9,L,10
831,4,1,4,5346662660,5346862717,10,K,13
832,4,2,1,5348097635,5348398019,13,J,14
833,1,1,1,5349566174,5349799627,14,F,3
834,1,2,2,5350800473,5351035363,3,B,4
835,2,1,2,5352335049,5352602548,4,C,6
836,2,2,3,5353703914,5353836647,6,D,7
837,3,2,4,5354470374,5354604389,7,H,8
838,4,2,1,5358274966,5362979888,8,G,5
839,1,2,2,5367950856,5368317513,5,C,6
840,2,2,3,5369519261,5369752193,6,D,7
841,3,2,4,5370487579,5370618802,7,H,8
842,4,2,1,5371955133,5372189201,8,G,5
843,3,2,4,5373422004,5373455418,5,G,12
844,4,1,4,5374090531,5376358614,12,F,1
845,4,2,1,5394042775,5394176250,1,E,2
846,1,2,2,5396913549,5397046069,2,A,0
847,2,1,2,5397480436,5397747263,0,B,4
848,2,1,2,5398648318,5398948447,4,C,6
849,2,2,3,5399982702,5400148663,6,D,7
850,3,1,3,5401016859,5401317532,7,H,9
851,3,2,4,5408691936,5408825621,9,L,10
852,4,2,1,5409292057,5409459211,10,K,11
853,3,2,4,5410192838,5410259867,11,K,13
854,4,2,1,5415532579,5415730932,13,J,14
855,1,2,2,5417667366,5425842796,14,F,12
856,2,1,2,5442224662,5442691637,12,G,8
857,2,2,3,5447630469,5451567322,8,H,9
858,3,2,4,5452534462,5452701426,9,L,10
859,4,1,4,5453702534,5453934202,10,K,13
860,4,2,1,5454936698,5455538068,13,J,14
861,1,1,1,5456071948,5456305575,14,F,3
862,3,2,4,5457875775,5458041746,3,F,1
863,4,2,1,5459242946,5459275942,1,E,2
864,1,2,2,5465114148,5465281273,2,A,0
865,2,1,2,5465648070,5465882269,0,B,4
866,2,1,2,5466449893,5466716123,4,C,6
867,2,2,3,5467717346,5475859031,6,D,7
868,3,1,3,5478961548,5479362272,7,H,9
869,3,2,4,5489038194,5489204725,9,L,10
870,4,1,4,5503086064,5503352384,10,K,13
871,4,2,1,5504521353,5504720680,13,J,14
872,1,1,1,5506455627,5506823245,14,F,3
873,1,2,2,5507790470,5507957436,3,B,4
874,2,1,2,5508791479,5509258096,4,C,6
875,2,2,3,5510091849,5510192349,6,D,7
876,3,1,3,5510893593,5511260184,7,H,9
877,1,4,4,5511960953,5520469621,9,H,8
878,4,2,1,5530245629,5534884026,8,G,5
879,1,2,2,5540923406,5541224418,5,C,6
880,2,2,3,5542459165,5542724945,6,D,7
881,3,1,3,5543491925,5543826641,7,H,9
882,3,2,4,5545161979,5545261471,9,L,10
883,4,1,4,5546394527,5546595168,10,K,13
884,4,2,1,5548097647,5548329664,13,J,14
885,1,2,2,5561510432,5561678502,14,F,12
886,2,1,2,5564446532,5564746713,12,G,8
887,4,2,1,5567585634,5567683188,8,G,5
888,1,2,2,5568285210,5568517539,5,C,6
889,2,2,3,5577927893,5582899531,6,D,7
890,3,2,4,5586002281,5586535508,7,H,8
891,4,2,1,5587870712,5587970859,8,G,5
892,3,2,4,5590307189,5590372842,5,G,12
893,4,2,1,5590973111,5591173661,12,F,3
894,3,2,4,5592542528,5592674802,3,F,1
895,4,2,1,5594010577,5594109619,1,E,2
896,1,2,2,5595011517,5595077764,2,A,0
897,2,1,2,5595511484,5595778730,0,B,4
898,2,1,2,5603985955,5604254272,4,C,6
899,2,2,3,5605286856,5605421214,6,D,7
900,3,2,4,5605989430,5606122655,7,H,8
901,4,2,1,5608257428,5608491075,8,G,5
902,3,2,4,5609858797,5609926776,5,G,12
903,4,2,1,5610627222,5610760926,12,F,3
904,3,2,4,5611528750,5611594677,3,F,1
905,4,2,1,5612428460,5612460908,1,E,2
906,1,2,2,5613395852,5613529917,2,A,0
907,2,1,2,5614364131,5614664532,0,B,4
908,2,3,4,5623905614,5624506584,4,C,4
909,2,1,2,5625174425,5625643239,4,C,6
910,2,2,3,5626475551,5626675482,6,D,7
911,3,2,4,5628277397,5628444600,7,H,8
912,2,2,3,5630146926,5630179412,8,H,9
913,3,2,4,5631281352,5640087690,9,L,10
914,4,1,4,5643192224,5643560214,10,K,13
915,4,1,4,5644726622,5645627490,13,J,15
916,2,4,1,5646463004,5646696229,15,J,14
917,1,2,2,5647362948,5647696543,14,F,12
918,4,2,1,5700950924,5703219125,12,F,3
919,3,2,4,5703719475,5703819055,3,F,1
920,4,2,1,5705257782,5705455007,1,E,2
921,1,2,2,5712594526,5712761317,2,A,0
922,2,1,2,5713161235,5713462324,0,B,4
923,2,1,2,5714362668,5714663117,4,C,6
924,2,2,3,5715731666,5722938835,6,D,7
925,3,1,3,5725975803,5726342891,7,H,9
926,3,2,4,5728043951,5737481812,9,L,10
927,4,1,4,5740789997,5741190075,10,K,13
928,2,4,1,5742525044,5742725692,13,K,11
929,1,1,1,5743426098,5754903525,11,G,5
930,1,2,2,5756039096,5756538605,5,C,6
931,2,2,3,5765314143,5765582191,6,D,7
932,3,1,3,5767415279,5768416327,7,H,9
933,3,2,4,5769751787,5769852589,9,L,10
934,4,2,1,5771120700,5798914593,10,K,11
935,1,2,2,5804954052,5807623705,11,G,8
936,2,2,3,5811294026,5811728727,8,H,9
937,3,2,4,5813229343,5813395871,9,L,10
938,4,1,4,5814463541,5814863756,10,K,13
939,4,2,1,5815531333,5816464893,13,J,14
940,1,2,2,5818434049,5819201554,14,F,12
941,2,1,2,5820403387,5822071573,12,G,8
942,2,2,3,5836519418,5836952458,8,H,9
943,3,2,4,5838220981,5845894855,9,L,10
944,4,1,4,5849231174,5849632153,10,K,13
945,4,2,1,5850933971,5851134141,13,J,14
946,1,2,2,5853101705,5853436675,14,F,12
947,2,1,2,5855203584,5855672857,12,G,8
948,4,2,1,5859108834,5859307968,8,G,5
949,1,2,2,5859841717,5860142175,5,C,6
950,4,1,4,5861443765,5862276954,6,C,4
951,4,1,4,5866615771,5867050161,4,B,0
952,4,3,2,5868416963,5869351481,0,A,0
953,2,1,2,5870885965,5871320121,0,B,4
954,2,1,2,5872754191,5873089282,4,C,6
955,2,2,3,5875023242,5875223844,6,D,7
956,3,2,4,5876224908,5877058266,7,H,8
957,4,2,1,5881229405,5881430334,8,G,5
958,1,2,2,5883400031,5883700022,5,C,6
959,2,2,3,5889070829,5889238449,6,D,7
960,3,1,3,5890808058,5891206759,7,H,9
961,3,2,4,5892374855,5892474847,9,L,10
962,4,1,4,5894242821,5894944119,10,K,13
963,4,2,1,5896011710,5896244480,13,J,14
964,1,2,2,5899014175,5899214479,14,F,12
965,2,1,2,5902050247,5902350672,12,G,8
966,2,2,3,5903885340,5905921954,8,H,9
967,3,2,4,5906622584,5906755441,9,L,10
968,4,1,4,5907824169,5908089916,10,K,13
969,4,2,1,5909025206,5909258406,13,J,14
970,1,1,1,5910660293,5910958868,14,F,3
971,1,2,2,5911427569,5911760890,3,B,4
972,2,1,2,5913262143,5913496237,4,C,6
973,2,2,3,5914663279,5914862590,6,D,7
974,3,1,3,5915731240,5916263571,7,H,9
975,3,2,4,5918435729,5918566365,9,L,10
976,4,1,4,5919135580,5919401312,10,K,13
977,4,2,1,5921870359,5925540725,13,J,14
978,1,1,1,5928844726,5929077859,14,F,3
979,1,2,2,5930144959,5930379533,3,B,4
980,2,1,2,5931246705,5931747968,4,C,6
981,2,2,3,5932915107,5933114700,6,D,7
982,3,1,3,5933915619,5934250145,7,H,9
983,3,2,4,5936552371,5936685330,9,L,10
984,4,1,4,5937653649,5937954605,10,K,13
985,4,1,4,5939255238,5939688166,13,J,15
986,4,2,1,5941357338,5941423843,15,I,16
987,1,1,1,5943225713,5943492313,16,E,2
988,1,2,2,5949932102,5950166833,2,A,0
989,2,1,2,5950633052,5950898083,0,B,4
990,2,1,2,5951900884,5952201113,4,C,6
991,2,2,3,5953168355,5953368875,6,D,7
992,3,1,3,5954335427,5954636408,7,H,9
993,1,4,4,5956305061,5964280368,9,H,8
994,4,2,1,5974791129,5975156265,8,G,5
995,3,2,4,5977693213,5977759687,5,G,12
996,4,2,1,5978626929,5978660605,12,F,3
997,3,2,4,5978995334,5979161794,3,F,1
998,4,2,1,5979996158,5980096538,1,E,2
999,1,2,2,5988404278,5988604067,2,A,0
1000,2,1,2,5989036963,5989304934,0,B,4
1001,2,1,2,5990305282,5990606718,4,C,6
1002,2,2,3,5991739456,5991873030,6,D,7
1003,3,2,4,5992975906,5993310624,7,H,8
1004,4,2,1,5994910639,5995011039,8,G,5
1005,3,2,4,5996712317,5996745957,5,G,12
1006,4,2,1,5997213721,5997413548,12,F,3
1007,3,2,4,5997980056,5998014374,3,F,1
1008,4,2,1,5999948132,6000016005,1,E,2
1009,1,2,2,6001284155,6001483454,2,A,0
1010,2,1,2,6001918446,6002250862,0,B,4
1011,2,1,2,6003351654,6003619873,4,C,6
1012,2,2,3,6004787766,6004921894,6,D,7
1013,3,1,3,6005887355,6006188746,7,H,9
1014,3,2,4,6008689943,6017499351,9,L,10
1015,4,2,1,6020837138,6021469358,10,K,11
1016,3,2,4,6022303751,6022370470,11,K,13
1017,4,2,1,6031647581,6031780487,13,J,14
1018,3,2,4,6032814926,6032915639,14,J,15
1019,2,4,1,6033982755,6034249485,15,J,14
1020,1,1,1,6035184263,6036251783,14,F,3
1021,3,2,4,6038753636,6039020444,3,F,1
1022,4,2,1,6039656295,6039856667,1,E,2
1023,1,2,2,6040989320,6041157327,2,A,0
1024,2,1,2,6041558804,6041857240,0,B,4
1025,2,1,2,6043125223,6043390567,4,C,6
1026,2,2,3,6044660416,6048564312,6,D,7
1027,3,1,3,6051668316,6052033986,7,H,9
1028,3,2,4,6053433742,6053535552,9,L,10
1029,4,1,4,6055437002,6055805473,10,K,13
1030,4,1,4,6059076043,6059908876,13,J,15
1031,2,4,1,6060709145,6060942852,15,J,14
1032,1,2,2,6061509519,6089170038,14,F,12
1033,4,2,1,6094942839,6095711156,12,F,3
1034,3,2,4,6096578624,6096645154,3,F,1
1035,2,2,3,6100215441,6100281767,1,F,14
1036,1,2,2,6102484161,6103084940,14,F,12
1037,2,1,2,6104152308,6104520486,12,G,8
1038,2,4,1,6105687049,6106422442,8,H,7
1039,1,4,4,6107524805,6108558020,7,D,6
1040,4,3,2,6124172379,6124807553,6,C,6
1041,2,2,3,6127776283,6127909859,6,D,7
1042,3,2,4,6131580560,6131746527,7,H,8
1043,4,2,1,6152701505,6152901363,8,G,5
1044,3,2,4,6155002702,6155070833,5,G,12
1045,4,1,4,6155671446,6156371327,12,F,1
1046,4,2,1,6157372496,6157473331,1,E,2
1047,1,2,2,6163945760,6164112402,2,A,0
1048,2,1,2,6164513389,6164780591,0,B,4
1049,2,1,2,6173155413,6173488386,4,C,6
1050,2,2,3,6174622411,6174788852,6,D,7
1051,3,1,3,6175723211,6176024180,7,H,9
1052,3,2,4,6177692368,6177825259,9,L,10
1053,4,1,4,6178526228,6178826541,10,K,13
1054,4,2,1,6180294604,6180863074,13,J,14
1055,1,2,2,6182765247,6201849558,14,F,12
1056,2,1,2,6205853622,6206153991,12,G,8
1057,2,2,3,6206922174,6211126875,8,H,9
1058,3,2,4,6214462918,6214595959,9,L,10
1059,4,1,4,6215796587,6216097508,10,K,13
1060,4,2,1,6216732408,6216898061,13,J,14
